province;product_types;currency;product_group_id;product_line;value;date;product;month;year;quarter
OPOLE;;PLN;2.0;fresh non-dressed carp - per 1kg;;2008-03-01;fresh non-dressed carp - per 1kg;3.0;2008.0;1.0
MASOVIA;;PLN;2.0;pork ham cooked - per 1kg;19.94;2011-02-01;pork ham cooked - per 1kg;2.0;2011.0;1.0
HOLY CROSS;;PLN;2.0;haddock fillets frozen - per 1kg;10.3;2007-05-01;haddock fillets frozen - per 1kg;5.0;2007.0;2.0
OPOLE;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2005-03-01;Masurian barley groats - per 1kg;3.0;2005.0;1.0
POLAND;;PLN;2.0;barley groats sausage - per 1kg;6.63;2011-01-01;barley groats sausage - per 1kg;1.0;2011.0;1.0
MASOVIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2012-08-01;Poznan wheat flour, bagged - per 1kg;8.0;2012.0;3.0
GREATER POLAND;30% tomato concentrate - per 1kg;PLN;1.0;;10.48;2018-03-01;30% tomato concentrate - per 1kg;3.0;2018.0;1.0
MASOVIA;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;8.78;2001-07-01;pork meat with bone (shoulder) - per 1kg;7.0;2001.0;3.0
GREATER POLAND;apple juice, boxed - per 1l;PLN;1.0;;0.0;2018-11-01;apple juice, boxed - per 1l;11.0;2018.0;4.0
GREATER POLAND;;PLN;2.0;salted herring, non-dressed - per 1kg;7.95;2013-10-01;salted herring, non-dressed - per 1kg;10.0;2013.0;4.0
LOWER SILESIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2012-04-01;30% tomato concentrate - per 1kg;4.0;2012.0;2.0
LUBLIN;;PLN;4.0;buckwheat groats roasted whole - per 1kg;4.27;2015-02-01;buckwheat groats roasted whole - per 1kg;2.0;2015.0;1.0
KUYAVIA-POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;16.35;2018-07-01;haddock fillets frozen - per 1kg;7.0;2018.0;3.0
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2012-07-01;bread - per 1kg;7.0;2012.0;3.0
ŁÓDŹ;;PLN;2.0;fresh non-dressed carp - per 1kg;;2013-06-01;fresh non-dressed carp - per 1kg;6.0;2013.0;2.0
LUBLIN;;PLN;2.0;fresh non-dressed carp - per 1kg;;2012-08-01;fresh non-dressed carp - per 1kg;8.0;2012.0;3.0
WEST POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;5.55;2001-03-01;salted herring, non-dressed - per 1kg;3.0;2001.0;1.0
SUBCARPATHIA;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2001-03-01;fresh non-dressed carp - per 1kg;3.0;2001.0;1.0
LUBUSZ;;PLN;2.0;boneless beef (sirloin) - per 1kg;18.97;2004-12-01;boneless beef (sirloin) - per 1kg;12.0;2004.0;4.0
LUBUSZ;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2008-04-01;30% tomato concentrate - per 1kg;4.0;2008.0;2.0
LESSER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2013-09-01;buckwheat groats roasted whole - per 1kg;9.0;2013.0;3.0
ŁÓDŹ;;PLN;2.0;dressed chickens - per 1kg;5.27;2008-04-01;dressed chickens - per 1kg;4.0;2008.0;2.0
LUBLIN;white table salt bagged - per 1kg;PLN;3.0;;0.0;2008-11-01;white table salt bagged - per 1kg;11.0;2008.0;4.0
WEST POMERANIA;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.84;2014-01-01;pork  meat (raw bacon) - per 1kg;1.0;2014.0;1.0
SUBCARPATHIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.94;2009-01-01;plain mixed bread (wheat-rye) - per 1kg;1.0;2009.0;1.0
POLAND;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.97;2011-02-01;frozen carrot and pea mix - per 1kg;2.0;2011.0;1.0
WARMIA-MASURIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2007-09-01;buckwheat groats roasted whole - per 1kg;9.0;2007.0;3.0
PODLASKIE;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2007-03-01;fresh non-dressed trout - per 1kg;3.0;2007.0;1.0
HOLY CROSS;;PLN;2.0;dressed chickens - per 1kg;4.11;2006-01-01;dressed chickens - per 1kg;1.0;2006.0;1.0
WARMIA-MASURIA;;PLN;2.0;pork ham cooked - per 1kg;16.4;2002-06-01;pork ham cooked - per 1kg;6.0;2002.0;2.0
POLAND;;PLN;4.0;Masurian barley groats - per 1kg;1.07;2006-11-01;Masurian barley groats - per 1kg;11.0;2006.0;4.0
WEST POMERANIA;;PLN;4.0;bread - per 1kg;;2009-07-01;bread - per 1kg;7.0;2009.0;3.0
POMERANIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.7;2003-06-01;pork  with bone (center-cut pork chop) - per 1kg;6.0;2003.0;2.0
LUBLIN;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2001-12-01;fresh chicken eggs - per 10pcs.;12.0;2001.0;4.0
LOWER SILESIA;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;12.64;2008-04-01;pork  with bone (center-cut pork chop) - per 1kg;4.0;2008.0;2.0
ŁÓDŹ;;PLN;2.0;smoked bacon with ribs - per 1kg;11.6;2006-08-01;smoked bacon with ribs - per 1kg;8.0;2006.0;3.0
LESSER POLAND;;PLN;2.0;dressed chickens - per 1kg;4.98;2006-10-01;dressed chickens - per 1kg;10.0;2006.0;4.0
PODLASKIE;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;2.97;2010-01-01;whole pickled cucumbers 0.9l - per 1pc.;1.0;2010.0;1.0
KUYAVIA-POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;7.57;2019-11-01;natural chocolate plain - per 1kg;11.0;2019.0;4.0
WARMIA-MASURIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.09;2018-11-01;Poznan wheat flour, bagged - per 1kg;11.0;2018.0;4.0
WARMIA-MASURIA;;PLN;4.0;bread - per 1kg;;2008-04-01;bread - per 1kg;4.0;2008.0;2.0
HOLY CROSS;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;1.89;2019-11-01;whole pickled cucumbers 0.9l - per 1pc.;11.0;2019.0;4.0
WEST POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.24;2000-11-01;Backpacker's canned pork meat - per 300 g;11.0;2000.0;4.0
SILESIA;natural chocolate plain - per 1kg;PLN;3.0;;12.9;2002-10-01;natural chocolate plain - per 1kg;10.0;2002.0;4.0
ŁÓDŹ;;PLN;2.0;pork  meat (raw bacon) - per 1kg;13.07;2016-07-01;pork  meat (raw bacon) - per 1kg;7.0;2016.0;3.0
LOWER SILESIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.36;2013-04-01;fresh chicken eggs - per 10pcs.;4.0;2013.0;2.0
GREATER POLAND;apple juice, boxed - per 1l;PLN;1.0;;0.0;2003-04-01;apple juice, boxed - per 1l;4.0;2003.0;2.0
LESSER POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;1999-11-01;fresh non-dressed carp - per 1kg;11.0;1999.0;4.0
ŁÓDŹ;;PLN;2.0;pork belly cooked - per 1kg;16.23;2009-05-01;pork belly cooked - per 1kg;5.0;2009.0;2.0
KUYAVIA-POMERANIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2013-04-01;30% tomato concentrate - per 1kg;4.0;2013.0;2.0
LUBLIN;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.79;2004-10-01;pork  meat (raw bacon) - per 1kg;10.0;2004.0;4.0
HOLY CROSS;;PLN;2.0;dressed chickens - per 1kg;6.36;2013-05-01;dressed chickens - per 1kg;5.0;2013.0;2.0
OPOLE;;PLN;2.0;barley groats sausage - per 1kg;4.61;2004-03-01;barley groats sausage - per 1kg;3.0;2004.0;1.0
POMERANIA;;PLN;4.0;bread - per 1kg;;2012-02-01;bread - per 1kg;2.0;2012.0;1.0
GREATER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;5.25;2014-12-01;buckwheat groats roasted whole - per 1kg;12.0;2014.0;4.0
HOLY CROSS;;PLN;2.0;boneless beef (sirloin) - per 1kg;12.63;2003-08-01;boneless beef (sirloin) - per 1kg;8.0;2003.0;3.0
WEST POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;2.83;2005-12-01;buckwheat groats roasted whole - per 1kg;12.0;2005.0;4.0
HOLY CROSS;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2001-11-01;haddock fillets frozen - per 1kg;11.0;2001.0;4.0
LUBLIN;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.22;2013-06-01;pork  meat (raw bacon) - per 1kg;6.0;2013.0;2.0
LESSER POLAND;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2004-04-01;salted herring, non-dressed - per 1kg;4.0;2004.0;2.0
LUBUSZ;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;1999-05-01;haddock fillets frozen - per 1kg;5.0;1999.0;2.0
SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2006-07-01;buckwheat groats roasted whole - per 1kg;7.0;2006.0;3.0
POLAND;;PLN;2.0;fresh non-dressed carp - per 1kg;;2018-09-01;fresh non-dressed carp - per 1kg;9.0;2018.0;3.0
LUBLIN;;PLN;2.0;dressed chickens - per 1kg;6.32;2008-03-01;dressed chickens - per 1kg;3.0;2008.0;1.0
SUBCARPATHIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2015-01-01;white table salt bagged - per 1kg;1.0;2015.0;1.0
POMERANIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;5.65;2017-12-01;whole pickled cucumbers 0.9l - per 1pc.;12.0;2017.0;4.0
LOWER SILESIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2003-09-01;white table salt bagged - per 1kg;9.0;2003.0;3.0
LUBLIN;;PLN;2.0;pork  meat (raw bacon) - per 1kg;12.04;2015-07-01;pork  meat (raw bacon) - per 1kg;7.0;2015.0;3.0
POMERANIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2002-06-01;buckwheat groats roasted whole - per 1kg;6.0;2002.0;2.0
MASOVIA;whole pickled cucumbers 0.9l - per 1pc.;PLN;1.0;;5.06;2017-03-01;whole pickled cucumbers 0.9l - per 1pc.;3.0;2017.0;1.0
LOWER SILESIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2019-06-01;white table salt bagged - per 1kg;6.0;2019.0;2.0
LOWER SILESIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;5.62;2012-07-01;plain mixed bread (wheat-rye) - per 1kg;7.0;2012.0;3.0
POLAND;;PLN;2.0;dressed chickens - per 1kg;6.57;2018-05-01;dressed chickens - per 1kg;5.0;2018.0;2.0
HOLY CROSS;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2015-08-01;30% tomato concentrate - per 1kg;8.0;2015.0;3.0
OPOLE;;PLN;2.0;fresh non-dressed carp - per 1kg;;2005-01-01;fresh non-dressed carp - per 1kg;1.0;2005.0;1.0
OPOLE;;PLN;2.0;pork  meat (raw bacon) - per 1kg;7.31;1999-12-01;pork  meat (raw bacon) - per 1kg;12.0;1999.0;4.0
KUYAVIA-POMERANIA;;PLN;2.0;Italian head cheese - per 1kg;10.8;2017-12-01;Italian head cheese - per 1kg;12.0;2017.0;4.0
WEST POMERANIA;;PLN;2.0;pork belly cooked - per 1kg;16.93;2010-09-01;pork belly cooked - per 1kg;9.0;2010.0;3.0
LUBLIN;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.48;2019-12-01;frozen carrot and pea mix - per 1kg;12.0;2019.0;4.0
LUBLIN;;PLN;2.0;pork belly cooked - per 1kg;14.66;1999-10-01;pork belly cooked - per 1kg;10.0;1999.0;4.0
WARMIA-MASURIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2000-06-01;natural chocolate plain - per 1kg;6.0;2000.0;2.0
GREATER POLAND;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2000-09-01;fresh chicken eggs - per 10pcs.;9.0;2000.0;3.0
POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;22.51;2017-04-01;haddock fillets frozen - per 1kg;4.0;2017.0;2.0
SILESIA;;PLN;2.0;Italian head cheese - per 1kg;9.43;2011-11-01;Italian head cheese - per 1kg;11.0;2011.0;4.0
HOLY CROSS;;PLN;2.0;pork  meat (raw bacon) - per 1kg;8.75;2005-03-01;pork  meat (raw bacon) - per 1kg;3.0;2005.0;1.0
SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2008-05-01;Masurian barley groats - per 1kg;5.0;2008.0;2.0
LUBLIN;;PLN;2.0;Hunter's sausage dried - per 1kg;24.99;2019-02-01;Hunter's sausage dried - per 1kg;2.0;2019.0;1.0
MASOVIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.3;2015-10-01;fresh chicken eggs - per 10pcs.;10.0;2015.0;4.0
ŁÓDŹ;;PLN;2.0;pork ham cooked - per 1kg;16.17;2001-03-01;pork ham cooked - per 1kg;3.0;2001.0;1.0
POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.5;2015-01-01;Backpacker's canned pork meat - per 300 g;1.0;2015.0;1.0
LESSER POLAND;natural chocolate plain - per 1kg;PLN;3.0;;21.97;2017-01-01;natural chocolate plain - per 1kg;1.0;2017.0;1.0
GREATER POLAND;;PLN;2.0;barley groats sausage - per 1kg;9.49;2019-01-01;barley groats sausage - per 1kg;1.0;2019.0;1.0
OPOLE;;PLN;2.0;barley groats sausage - per 1kg;5.22;2005-07-01;barley groats sausage - per 1kg;7.0;2005.0;3.0
WEST POMERANIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2015-10-01;natural chocolate plain - per 1kg;10.0;2015.0;4.0
KUYAVIA-POMERANIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2006-02-01;apple juice, boxed - per 1l;2.0;2006.0;1.0
SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;23.66;2011-05-01;beef with bone (rump steak) - per 1kg;5.0;2011.0;2.0
PODLASKIE;;PLN;2.0;Hunter's sausage dried - per 1kg;22.06;2004-02-01;Hunter's sausage dried - per 1kg;2.0;2004.0;1.0
LUBUSZ;;PLN;2.0;beef with bone (rump steak) - per 1kg;17.64;2007-11-01;beef with bone (rump steak) - per 1kg;11.0;2007.0;4.0
OPOLE;;PLN;2.0;fresh non-dressed trout - per 1kg;;2003-02-01;fresh non-dressed trout - per 1kg;2.0;2003.0;1.0
WARMIA-MASURIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;3.35;2007-07-01;Backpacker's canned pork meat - per 300 g;7.0;2007.0;3.0
LESSER POLAND;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;;1999-08-01;plain mixed bread (wheat-rye) - per 1kg;8.0;1999.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2014-02-01;fresh non-dressed trout - per 1kg;2.0;2014.0;1.0
SILESIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.2;2012-11-01;frozen carrot and pea mix - per 1kg;11.0;2012.0;4.0
LESSER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;19.92;2007-12-01;Hunter's sausage dried - per 1kg;12.0;2007.0;4.0
OPOLE;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.53;2012-06-01;plain mixed bread (wheat-rye) - per 1kg;6.0;2012.0;2.0
GREATER POLAND;;PLN;4.0;Masurian barley groats - per 1kg;2.34;2012-03-01;Masurian barley groats - per 1kg;3.0;2012.0;1.0
LUBLIN;;PLN;2.0;pork  meat (raw bacon) - per 1kg;7.58;2002-02-01;pork  meat (raw bacon) - per 1kg;2.0;2002.0;1.0
PODLASKIE;;PLN;2.0;dressed chickens - per 1kg;6.36;2013-06-01;dressed chickens - per 1kg;6.0;2013.0;2.0
MASOVIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2017-11-01;natural chocolate plain - per 1kg;11.0;2017.0;4.0
KUYAVIA-POMERANIA;;PLN;4.0;Masurian barley groats - per 1kg;0.87;2014-07-01;Masurian barley groats - per 1kg;7.0;2014.0;3.0
LUBLIN;;PLN;2.0;dressed chickens - per 1kg;7.12;2018-05-01;dressed chickens - per 1kg;5.0;2018.0;2.0
LOWER SILESIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.57;2013-05-01;beet sugar white, bagged - per 1kg;5.0;2013.0;2.0
MASOVIA;;PLN;2.0;Hunter's sausage dried - per 1kg;17.62;2001-04-01;Hunter's sausage dried - per 1kg;4.0;2001.0;2.0
WEST POMERANIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2005-02-01;fresh chicken eggs - per 10pcs.;2.0;2005.0;1.0
HOLY CROSS;;PLN;2.0;fresh non-dressed carp - per 1kg;0.0;2003-07-01;fresh non-dressed carp - per 1kg;7.0;2003.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2016-03-01;fresh non-dressed carp - per 1kg;3.0;2016.0;1.0
POLAND;;PLN;2.0;Backpacker's canned pork meat - per 300 g;2.29;2006-04-01;Backpacker's canned pork meat - per 300 g;4.0;2006.0;2.0
HOLY CROSS;;PLN;2.0;fresh non-dressed trout - per 1kg;;2000-09-01;fresh non-dressed trout - per 1kg;9.0;2000.0;3.0
SUBCARPATHIA;apple juice, boxed - per 1l;PLN;1.0;;0.0;2004-08-01;apple juice, boxed - per 1l;8.0;2004.0;3.0
PODLASKIE;white table salt bagged - per 1kg;PLN;3.0;;0.0;2018-01-01;white table salt bagged - per 1kg;1.0;2018.0;1.0
LUBUSZ;;PLN;2.0;pork belly cooked - per 1kg;13.04;2005-03-01;pork belly cooked - per 1kg;3.0;2005.0;1.0
SILESIA;frozen carrot and pea mix - per 1kg;EUR;1.0;;3.47;2012-05-01;frozen carrot and pea mix - per 1kg;5.0;2012.0;2.0
SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.35;1999-08-01;Poznan wheat flour, bagged - per 1kg;8.0;1999.0;3.0
LOWER SILESIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;1.21;2008-11-01;Poznan wheat flour, bagged - per 1kg;11.0;2008.0;4.0
LOWER SILESIA;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2015-02-01;buckwheat groats roasted whole - per 1kg;2.0;2015.0;1.0
ŁÓDŹ;;PLN;2.0;pork belly cooked - per 1kg;15.7;2004-03-01;pork belly cooked - per 1kg;3.0;2004.0;1.0
KUYAVIA-POMERANIA;;PLN;4.0;bread - per 1kg;;2019-04-01;bread - per 1kg;4.0;2019.0;2.0
LOWER SILESIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2018-09-01;Backpacker's canned pork meat - per 300 g;9.0;2018.0;3.0
SILESIA;;PLN;4.0;Masurian barley groats - per 1kg;0.0;2010-03-01;Masurian barley groats - per 1kg;3.0;2010.0;1.0
LUBLIN;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;1.82;2005-01-01;plain mixed bread (wheat-rye) - per 1kg;1.0;2005.0;1.0
MASOVIA;;PLN;2.0;barley groats sausage - per 1kg;9.1;2017-11-01;barley groats sausage - per 1kg;11.0;2017.0;4.0
LUBUSZ;;PLN;2.0;fresh non-dressed carp - per 1kg;;2018-01-01;fresh non-dressed carp - per 1kg;1.0;2018.0;1.0
PODLASKIE;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2011-12-01;fresh non-dressed trout - per 1kg;12.0;2011.0;4.0
ŁÓDŹ;;PLN;2.0;pork  meat (raw bacon) - per 1kg;11.66;2015-02-01;pork  meat (raw bacon) - per 1kg;2.0;2015.0;1.0
ŁÓDŹ;;PLN;2.0;pork ham cooked - per 1kg;15.55;2007-01-01;pork ham cooked - per 1kg;1.0;2007.0;1.0
WARMIA-MASURIA;natural chocolate plain - per 1kg;PLN;3.0;;0.0;2012-02-01;natural chocolate plain - per 1kg;2.0;2012.0;1.0
GREATER POLAND;white table salt bagged - per 1kg;PLN;3.0;;0.0;2002-12-01;white table salt bagged - per 1kg;12.0;2002.0;4.0
PODLASKIE;;PLN;2.0;Hunter's sausage dried - per 1kg;23.69;2013-11-01;Hunter's sausage dried - per 1kg;11.0;2013.0;4.0
KUYAVIA-POMERANIA;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2014-04-01;30% tomato concentrate - per 1kg;4.0;2014.0;2.0
HOLY CROSS;;PLN;4.0;bread - per 1kg;;2007-03-01;bread - per 1kg;3.0;2007.0;1.0
HOLY CROSS;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2015-02-01;Backpacker's canned pork meat - per 300 g;2.0;2015.0;1.0
POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;7.41;2010-04-01;salted herring, non-dressed - per 1kg;4.0;2010.0;2.0
MASOVIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;22.9;2011-07-01;beef with bone (rump steak) - per 1kg;7.0;2011.0;3.0
WEST POMERANIA;;PLN;2.0;fresh non-dressed trout - per 1kg;13.11;2017-08-01;fresh non-dressed trout - per 1kg;8.0;2017.0;3.0
LOWER SILESIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2014-11-01;white table salt bagged - per 1kg;11.0;2014.0;4.0
MASOVIA;beet sugar white, bagged - per 1kg;PLN;3.0;;2.34;2003-10-01;beet sugar white, bagged - per 1kg;10.0;2003.0;4.0
LUBLIN;frozen carrot and pea mix - per 1kg;EUR;1.0;;2.29;1999-07-01;frozen carrot and pea mix - per 1kg;7.0;1999.0;3.0
POLAND;;PLN;4.0;bread - per 1kg;;2012-01-01;bread - per 1kg;1.0;2012.0;1.0
LUBUSZ;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.0;2001-03-01;fresh chicken eggs - per 10pcs.;3.0;2001.0;1.0
MASOVIA;fresh chicken eggs - per 10pcs.;PLN;3.0;;0.34;2012-06-01;fresh chicken eggs - per 10pcs.;6.0;2012.0;2.0
LUBUSZ;;PLN;2.0;pork  with bone (center-cut pork chop) - per 1kg;15.77;2012-05-01;pork  with bone (center-cut pork chop) - per 1kg;5.0;2012.0;2.0
PODLASKIE;white table salt bagged - per 1kg;PLN;3.0;;0.0;2000-08-01;white table salt bagged - per 1kg;8.0;2000.0;3.0
SILESIA;;PLN;2.0;fresh non-dressed trout - per 1kg;0.0;2005-09-01;fresh non-dressed trout - per 1kg;9.0;2005.0;3.0
OPOLE;;PLN;2.0;salted herring, non-dressed - per 1kg;0.0;2011-07-01;salted herring, non-dressed - per 1kg;7.0;2011.0;3.0
POMERANIA;;PLN;2.0;salted herring, non-dressed - per 1kg;6.42;2003-06-01;salted herring, non-dressed - per 1kg;6.0;2003.0;2.0
LUBUSZ;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;2.39;2007-03-01;plain mixed bread (wheat-rye) - per 1kg;3.0;2007.0;1.0
SILESIA;;PLN;2.0;beef with bone (rump steak) - per 1kg;9.17;1999-11-01;beef with bone (rump steak) - per 1kg;11.0;1999.0;4.0
POLAND;;PLN;2.0;pork belly cooked - per 1kg;14.62;1999-09-01;pork belly cooked - per 1kg;9.0;1999.0;3.0
SILESIA;white table salt bagged - per 1kg;PLN;3.0;;0.0;2001-05-01;white table salt bagged - per 1kg;5.0;2001.0;2.0
PODLASKIE;;PLN;2.0;pork meat with bone (shoulder) - per 1kg;10.63;2010-04-01;pork meat with bone (shoulder) - per 1kg;4.0;2010.0;2.0
KUYAVIA-POMERANIA;;PLN;2.0;smoked bacon with ribs - per 1kg;11.27;2006-06-01;smoked bacon with ribs - per 1kg;6.0;2006.0;2.0
SUBCARPATHIA;;PLN;2.0;barley groats sausage - per 1kg;6.9;2012-07-01;barley groats sausage - per 1kg;7.0;2012.0;3.0
GREATER POLAND;;PLN;4.0;buckwheat groats roasted whole - per 1kg;0.0;2003-05-01;buckwheat groats roasted whole - per 1kg;5.0;2003.0;2.0
OPOLE;;PLN;2.0;Italian head cheese - per 1kg;11.69;2019-07-01;Italian head cheese - per 1kg;7.0;2019.0;3.0
PODLASKIE;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2014-10-01;Poznan wheat flour, bagged - per 1kg;10.0;2014.0;4.0
GREATER POLAND;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.44;2019-04-01;Poznan wheat flour, bagged - per 1kg;4.0;2019.0;2.0
MASOVIA;;PLN;4.0;Masurian barley groats - per 1kg;2.97;2018-05-01;Masurian barley groats - per 1kg;5.0;2018.0;2.0
LESSER POLAND;;PLN;2.0;pork  meat (raw bacon) - per 1kg;10.73;2008-05-01;pork  meat (raw bacon) - per 1kg;5.0;2008.0;2.0
WARMIA-MASURIA;;PLN;2.0;haddock fillets frozen - per 1kg;10.53;1999-09-01;haddock fillets frozen - per 1kg;9.0;1999.0;3.0
POMERANIA;;PLN;4.0;plain mixed bread (wheat-rye) - per 1kg;3.27;2008-10-01;plain mixed bread (wheat-rye) - per 1kg;10.0;2008.0;4.0
SILESIA;;PLN;2.0;dressed chickens - per 1kg;5.47;2008-09-01;dressed chickens - per 1kg;9.0;2008.0;3.0
LUBLIN;;PLN;2.0;barley groats sausage - per 1kg;7.79;2017-02-01;barley groats sausage - per 1kg;2.0;2017.0;1.0
GREATER POLAND;beet sugar white, bagged - per 1kg;PLN;3.0;;1.91;2001-10-01;beet sugar white, bagged - per 1kg;10.0;2001.0;4.0
GREATER POLAND;;PLN;4.0;bread - per 1kg;;2018-07-01;bread - per 1kg;7.0;2018.0;3.0
WARMIA-MASURIA;;PLN;2.0;fresh non-dressed carp - per 1kg;;2008-09-01;fresh non-dressed carp - per 1kg;9.0;2008.0;3.0
KUYAVIA-POMERANIA;;PLN;2.0;Backpacker's canned pork meat - per 300 g;0.0;2014-02-01;Backpacker's canned pork meat - per 300 g;2.0;2014.0;1.0
POMERANIA;;PLN;2.0;haddock fillets frozen - per 1kg;0.0;2014-02-01;haddock fillets frozen - per 1kg;2.0;2014.0;1.0
WEST POMERANIA;;PLN;2.0;barley groats sausage - per 1kg;3.94;1999-08-01;barley groats sausage - per 1kg;8.0;1999.0;3.0
LESSER POLAND;;PLN;2.0;Hunter's sausage dried - per 1kg;24.08;2017-01-01;Hunter's sausage dried - per 1kg;1.0;2017.0;1.0
MASOVIA;;PLN;4.0;Poznan wheat flour, bagged - per 1kg;0.0;2005-07-01;Poznan wheat flour, bagged - per 1kg;7.0;2005.0;3.0
LOWER SILESIA;;PLN;2.0;boneless beef (sirloin) - per 1kg;28.96;2019-12-01;boneless beef (sirloin) - per 1kg;12.0;2019.0;4.0
LUBUSZ;;PLN;2.0;pork ham cooked - per 1kg;18.82;2011-01-01;pork ham cooked - per 1kg;1.0;2011.0;1.0
OPOLE;30% tomato concentrate - per 1kg;PLN;1.0;;0.0;2006-10-01;30% tomato concentrate - per 1kg;10.0;2006.0;4.0
LUBUSZ;;PLN;2.0;barley groats sausage - per 1kg;5.56;2008-12-01;barley groats sausage - per 1kg;12.0;2008.0;4.0
LESSER POLAND;;PLN;2.0;beef with bone (rump steak) - per 1kg;13.19;2004-11-01;beef with bone (rump steak) - per 1kg;11.0;2004.0;4.0
PODLASKIE;;PLN;2.0;pork ham cooked - per 1kg;17.64;2019-10-01;pork ham cooked - per 1kg;10.0;2019.0;4.0
HOLY CROSS;;PLN;2.0;dressed chickens - per 1kg;0.0;2000-07-01;dressed chickens - per 1kg;7.0;2000.0;3.0
